team_1,team_2,runs_left,balls_left,wickets_left,Targets,crr,rrr,last_five,win
Islamabad United,Quetta Gladiators,128,119,10,128,0.0,6.453781512605042,19.0,1
Islamabad United,Quetta Gladiators,128,118,10,128,0.0,6.508474576271186,20.0,1
Islamabad United,Quetta Gladiators,128,117,10,128,0.0,6.564102564102564,15.0,1
Islamabad United,Quetta Gladiators,126,116,10,128,1.2000000000000002,6.517241379310345,13.0,1
Islamabad United,Quetta Gladiators,126,115,10,128,1.0909090909090908,6.57391304347826,14.0,1
Islamabad United,Quetta Gladiators,122,114,10,128,3.0,6.421052631578948,15.0,1
Islamabad United,Quetta Gladiators,121,113,10,128,3.230769230769231,6.424778761061948,16.0,1
Islamabad United,Quetta Gladiators,121,112,10,128,3.0,6.482142857142857,16.0,1
Islamabad United,Quetta Gladiators,117,111,10,128,4.4,6.324324324324325,17.0,1
Islamabad United,Quetta Gladiators,116,110,10,128,4.5,6.327272727272728,17.0,1
Islamabad United,Quetta Gladiators,112,109,10,128,5.647058823529411,6.1651376146788985,17.0,1
Islamabad United,Quetta Gladiators,108,108,10,128,6.666666666666667,6.0,17.0,1
Islamabad United,Quetta Gladiators,102,107,10,128,8.210526315789474,5.719626168224299,16.0,1
Islamabad United,Quetta Gladiators,96,106,10,128,9.6,5.433962264150943,20.0,1
Islamabad United,Quetta Gladiators,95,105,10,128,9.428571428571429,5.428571428571429,22.0,1
Islamabad United,Quetta Gladiators,95,104,10,128,9.0,5.480769230769231,23.0,1
Islamabad United,Quetta Gladiators,93,103,10,128,9.130434782608695,5.417475728155339,25.0,1
Islamabad United,Quetta Gladiators,93,102,10,128,8.75,5.470588235294118,28.0,1
Islamabad United,Quetta Gladiators,89,101,10,128,9.36,5.287128712871287,29.0,1
Islamabad United,Quetta Gladiators,85,100,10,128,9.923076923076923,5.1,29.0,1
Islamabad United,Quetta Gladiators,83,99,10,128,10.0,5.03030303030303,30.0,1
Islamabad United,Quetta Gladiators,79,98,10,128,10.5,4.836734693877552,28.0,1
Islamabad United,Quetta Gladiators,75,97,10,128,10.965517241379311,4.639175257731958,28.0,1
Islamabad United,Quetta Gladiators,75,96,10,128,10.6,4.6875,29.0,1
Islamabad United,Quetta Gladiators,75,95,10,128,10.258064516129032,4.736842105263158,30.0,1
Islamabad United,Quetta Gladiators,75,94,10,128,9.9375,4.787234042553191,31.0,1
Islamabad United,Quetta Gladiators,75,93,9,128,9.636363636363637,4.838709677419355,30.0,1
Islamabad United,Quetta Gladiators,75,92,9,128,9.352941176470587,4.891304347826087,29.0,1
Islamabad United,Quetta Gladiators,74,91,9,128,9.257142857142858,4.879120879120879,31.0,1
Islamabad United,Quetta Gladiators,74,90,9,128,9.0,4.933333333333334,30.0,1
Islamabad United,Quetta Gladiators,73,89,9,128,8.91891891891892,4.921348314606742,31.0,1
Islamabad United,Quetta Gladiators,73,88,9,128,8.68421052631579,4.977272727272727,30.0,1
Islamabad United,Quetta Gladiators,72,87,9,128,8.615384615384615,4.9655172413793105,29.0,1
Islamabad United,Quetta Gladiators,72,86,9,128,8.4,5.023255813953488,30.0,1
Islamabad United,Quetta Gladiators,72,85,9,128,8.195121951219512,5.08235294117647,29.0,1
Islamabad United,Quetta Gladiators,71,84,9,128,8.142857142857142,5.071428571428571,28.0,1
Islamabad United,Quetta Gladiators,70,84,9,128,8.285714285714286,5.0,30.0,1
Islamabad United,Quetta Gladiators,69,83,9,128,8.232558139534884,4.987951807228916,29.0,1
Islamabad United,Quetta Gladiators,68,82,9,128,8.181818181818182,4.975609756097561,34.0,1
Islamabad United,Quetta Gladiators,67,81,9,128,8.133333333333333,4.962962962962963,35.0,1
Islamabad United,Quetta Gladiators,67,80,9,128,7.956521739130435,5.025,35.0,1
Islamabad United,Quetta Gladiators,66,79,9,128,7.914893617021277,5.0126582278481004,35.0,1
Islamabad United,Quetta Gladiators,66,78,9,128,7.75,5.076923076923077,37.0,1
Islamabad United,Quetta Gladiators,65,77,9,128,7.714285714285714,5.064935064935065,33.0,1
Islamabad United,Quetta Gladiators,64,76,9,128,7.68,5.052631578947369,32.0,1
Islamabad United,Quetta Gladiators,62,75,9,128,7.764705882352941,4.96,32.0,1
Islamabad United,Quetta Gladiators,62,74,9,128,7.615384615384616,5.027027027027027,31.0,1
Islamabad United,Quetta Gladiators,61,73,9,128,7.584905660377358,5.013698630136987,27.0,1
Islamabad United,Quetta Gladiators,60,72,9,128,7.555555555555555,5.0,32.0,1
Islamabad United,Quetta Gladiators,60,72,9,128,7.555555555555555,5.0,33.0,1
Islamabad United,Quetta Gladiators,56,71,9,128,7.854545454545455,4.732394366197183,36.0,1
Islamabad United,Quetta Gladiators,56,70,9,128,7.7142857142857135,4.8,40.0,1
Islamabad United,Quetta Gladiators,55,69,9,128,7.684210526315789,4.782608695652174,46.0,1
Islamabad United,Quetta Gladiators,55,68,8,128,7.551724137931035,4.852941176470588,49.0,1
Islamabad United,Quetta Gladiators,55,67,8,128,7.423728813559322,4.925373134328359,48.0,1
Islamabad United,Quetta Gladiators,54,66,8,128,7.4,4.909090909090909,50.0,1
Islamabad United,Quetta Gladiators,53,65,8,128,7.3770491803278695,4.892307692307692,27.0,1
Islamabad United,Quetta Gladiators,52,64,8,128,7.354838709677419,4.875,27.0,1
Islamabad United,Quetta Gladiators,51,63,8,128,7.333333333333333,4.857142857142857,32.0,1
Islamabad United,Quetta Gladiators,47,62,8,128,7.59375,4.548387096774193,32.0,1
Islamabad United,Quetta Gladiators,46,61,8,128,7.569230769230769,4.524590163934427,35.0,1
Islamabad United,Quetta Gladiators,42,60,8,128,7.818181818181818,4.2,36.0,1
Islamabad United,Quetta Gladiators,36,59,8,128,8.238805970149254,3.661016949152542,38.0,1
Islamabad United,Quetta Gladiators,35,58,8,128,8.205882352941176,3.620689655172414,38.0,1
Islamabad United,Quetta Gladiators,35,57,8,128,8.08695652173913,3.6842105263157894,38.0,1
Islamabad United,Quetta Gladiators,34,56,8,128,8.057142857142857,3.642857142857143,37.0,1
Islamabad United,Quetta Gladiators,34,55,8,128,7.943661971830985,3.7090909090909094,37.0,1
Islamabad United,Quetta Gladiators,33,54,8,128,7.916666666666667,3.6666666666666665,38.0,1
Islamabad United,Quetta Gladiators,32,53,8,128,7.89041095890411,3.622641509433962,31.0,1
Islamabad United,Quetta Gladiators,31,52,8,128,7.864864864864865,3.576923076923077,30.0,1
Islamabad United,Quetta Gladiators,31,51,8,128,7.76,3.6470588235294117,30.0,1
Islamabad United,Quetta Gladiators,31,50,8,128,7.657894736842105,3.7199999999999998,30.0,1
Islamabad United,Quetta Gladiators,30,49,8,128,7.636363636363636,3.673469387755102,30.0,1
Islamabad United,Quetta Gladiators,28,48,8,128,7.6923076923076925,3.5,29.0,1
Islamabad United,Quetta Gladiators,28,47,8,128,7.59493670886076,3.574468085106383,,1
Islamabad United,Quetta Gladiators,24,46,8,128,7.8,3.130434782608696,,1
Islamabad United,Quetta Gladiators,23,45,8,128,7.777777777777778,3.066666666666667,,1
Islamabad United,Quetta Gladiators,23,44,8,128,7.682926829268293,3.1363636363636362,,1
Islamabad United,Quetta Gladiators,23,43,8,128,7.590361445783132,3.2093023255813957,,1
Islamabad United,Quetta Gladiators,22,42,8,128,7.571428571428571,3.142857142857143,,1
Islamabad United,Quetta Gladiators,22,41,8,128,7.482352941176471,3.219512195121951,,1
Islamabad United,Quetta Gladiators,21,40,8,128,7.465116279069767,3.1500000000000004,,1
Islamabad United,Quetta Gladiators,19,39,8,128,7.517241379310345,2.923076923076923,,1
Islamabad United,Quetta Gladiators,19,38,8,128,7.4318181818181825,2.9999999999999996,,1
Islamabad United,Quetta Gladiators,18,37,8,128,7.415730337078651,2.9189189189189193,,1
Islamabad United,Quetta Gladiators,14,36,8,128,7.6,2.3333333333333335,,1
Islamabad United,Quetta Gladiators,14,36,8,128,7.6,2.3333333333333335,,1
Islamabad United,Quetta Gladiators,13,35,8,128,7.582417582417583,2.228571428571428,,1
Islamabad United,Quetta Gladiators,13,34,8,128,7.5,2.294117647058824,27.0,1
Islamabad United,Quetta Gladiators,12,33,8,128,7.483870967741935,2.1818181818181817,25.0,1
Islamabad United,Quetta Gladiators,12,32,8,128,7.404255319148937,2.2499999999999996,24.0,1
Islamabad United,Quetta Gladiators,10,31,8,128,7.4526315789473685,1.9354838709677422,25.0,1
Islamabad United,Quetta Gladiators,9,30,8,128,7.4375,1.8,25.0,1
Islamabad United,Quetta Gladiators,7,29,8,128,7.484536082474226,1.448275862068966,23.0,1
Islamabad United,Quetta Gladiators,6,28,8,128,7.469387755102042,1.2857142857142854,24.0,1
Islamabad United,Quetta Gladiators,0,27,8,128,7.757575757575758,0.0,20.0,1
Islamabad United,Quetta Gladiators,0,26,8,128,7.68,0.0,21.0,1
Islamabad United,Quetta Gladiators,0,25,8,128,7.6039603960396045,0.0,21.0,1
Lahore Qalandars,Karachi Kings,125,119,10,125,0.0,6.302521008403362,36.0,1
Lahore Qalandars,Karachi Kings,125,118,10,125,0.0,6.3559322033898304,31.0,1
Lahore Qalandars,Karachi Kings,124,117,10,125,0.6666666666666666,6.358974358974359,31.0,1
Lahore Qalandars,Karachi Kings,124,116,9,125,0.6000000000000001,6.413793103448277,33.0,1
Lahore Qalandars,Karachi Kings,124,115,9,125,0.5454545454545454,6.469565217391304,31.0,1
Lahore Qalandars,Karachi Kings,123,114,9,125,1.0,6.473684210526316,32.0,1
Lahore Qalandars,Karachi Kings,123,113,9,125,0.9230769230769231,6.5309734513274345,29.0,1
Lahore Qalandars,Karachi Kings,123,112,9,125,0.8571428571428571,6.5892857142857135,25.0,1
Lahore Qalandars,Karachi Kings,123,111,9,125,0.8,6.648648648648648,27.0,1
Lahore Qalandars,Karachi Kings,121,110,9,125,1.5,6.6000000000000005,23.0,1
Lahore Qalandars,Karachi Kings,121,109,8,125,1.4117647058823528,6.660550458715596,20.0,1
Lahore Qalandars,Karachi Kings,120,108,8,125,1.6666666666666667,6.666666666666667,20.0,1
Lahore Qalandars,Karachi Kings,119,107,8,125,1.8947368421052633,6.672897196261682,20.0,1
Lahore Qalandars,Karachi Kings,119,106,8,125,1.7999999999999998,6.735849056603773,21.0,1
Lahore Qalandars,Karachi Kings,117,105,8,125,2.2857142857142856,6.685714285714286,22.0,1
Lahore Qalandars,Karachi Kings,117,104,8,125,2.181818181818182,6.750000000000001,23.0,1
Lahore Qalandars,Karachi Kings,117,103,8,125,2.0869565217391304,6.815533980582524,23.0,1
Lahore Qalandars,Karachi Kings,115,102,8,125,2.5,6.764705882352941,27.0,1
Lahore Qalandars,Karachi Kings,115,102,8,125,2.5,6.764705882352941,27.0,1
Lahore Qalandars,Karachi Kings,111,101,8,125,3.36,6.594059405940595,31.0,1
Lahore Qalandars,Karachi Kings,107,100,8,125,4.153846153846154,6.42,36.0,1
Lahore Qalandars,Karachi Kings,106,99,8,125,4.222222222222222,6.424242424242424,37.0,1
Lahore Qalandars,Karachi Kings,100,98,8,125,5.357142857142857,6.122448979591837,37.0,1
Lahore Qalandars,Karachi Kings,94,97,8,125,6.413793103448277,5.814432989690721,37.0,1
Lahore Qalandars,Karachi Kings,94,96,8,125,6.2,5.875,36.0,1
Lahore Qalandars,Karachi Kings,93,95,8,125,6.193548387096774,5.873684210526316,36.0,1
Lahore Qalandars,Karachi Kings,93,94,8,125,6.0,5.936170212765957,36.0,1
Lahore Qalandars,Karachi Kings,93,93,8,125,5.818181818181818,6.0,36.0,1
Lahore Qalandars,Karachi Kings,92,92,8,125,5.823529411764706,6.000000000000001,36.0,1
Lahore Qalandars,Karachi Kings,88,91,8,125,6.342857142857143,5.802197802197802,35.0,1
Lahore Qalandars,Karachi Kings,84,90,8,125,6.833333333333333,5.6,36.0,1
Lahore Qalandars,Karachi Kings,82,90,8,125,7.166666666666667,5.466666666666667,37.0,1
Lahore Qalandars,Karachi Kings,82,89,8,125,6.972972972972973,5.52808988764045,36.0,1
Lahore Qalandars,Karachi Kings,82,88,8,125,6.7894736842105265,5.590909090909091,38.0,1
Lahore Qalandars,Karachi Kings,77,87,8,125,7.384615384615385,5.310344827586207,39.0,1
Lahore Qalandars,Karachi Kings,71,86,8,125,8.1,4.953488372093024,38.0,1
Lahore Qalandars,Karachi Kings,69,85,8,125,8.195121951219512,4.870588235294117,37.0,1
Lahore Qalandars,Karachi Kings,68,84,8,125,8.142857142857142,4.857142857142857,38.0,1
Lahore Qalandars,Karachi Kings,68,84,8,125,8.142857142857142,4.857142857142857,34.0,1
Lahore Qalandars,Karachi Kings,67,83,8,125,8.093023255813954,4.843373493975904,35.0,1
Lahore Qalandars,Karachi Kings,66,82,8,125,8.045454545454545,4.829268292682927,36.0,1
Lahore Qalandars,Karachi Kings,65,81,8,125,8.0,4.814814814814815,36.0,1
Lahore Qalandars,Karachi Kings,63,80,8,125,8.08695652173913,4.7250000000000005,37.0,1
Lahore Qalandars,Karachi Kings,63,79,8,125,7.914893617021277,4.784810126582278,40.0,1
Lahore Qalandars,Karachi Kings,63,78,8,125,7.75,4.846153846153846,39.0,1
Lahore Qalandars,Karachi Kings,63,77,8,125,7.591836734693878,4.909090909090909,39.0,1
Lahore Qalandars,Karachi Kings,63,76,8,125,7.4399999999999995,4.973684210526316,38.0,1
Lahore Qalandars,Karachi Kings,59,75,8,125,7.764705882352941,4.72,35.0,1
Lahore Qalandars,Karachi Kings,53,74,8,125,8.307692307692308,4.297297297297297,34.0,1
Lahore Qalandars,Karachi Kings,49,73,8,125,8.60377358490566,4.027397260273973,32.0,1
Lahore Qalandars,Karachi Kings,48,72,8,125,8.555555555555555,4.0,27.0,1
Lahore Qalandars,Karachi Kings,48,71,8,125,8.4,4.056338028169014,28.0,1
Lahore Qalandars,Karachi Kings,48,70,8,125,8.25,4.114285714285715,29.0,1
Lahore Qalandars,Karachi Kings,48,69,8,125,8.105263157894736,4.173913043478261,34.0,1
Lahore Qalandars,Karachi Kings,48,68,8,125,7.9655172413793105,4.235294117647059,34.0,1
Lahore Qalandars,Karachi Kings,48,67,8,125,7.830508474576271,4.298507462686567,33.0,1
Lahore Qalandars,Karachi Kings,47,66,8,125,7.8,4.2727272727272725,36.0,1
Lahore Qalandars,Karachi Kings,46,65,8,125,7.770491803278689,4.246153846153846,51.0,1
Lahore Qalandars,Karachi Kings,45,64,8,125,7.741935483870967,4.21875,46.0,1
Lahore Qalandars,Karachi Kings,44,63,8,125,7.714285714285714,4.190476190476191,47.0,1
Lahore Qalandars,Karachi Kings,43,62,8,125,7.6875,4.161290322580645,49.0,1
Lahore Qalandars,Karachi Kings,43,61,8,125,7.569230769230769,4.229508196721311,49.0,1
Lahore Qalandars,Karachi Kings,43,60,8,125,7.454545454545454,4.3,46.0,1
Lahore Qalandars,Karachi Kings,43,59,8,125,7.343283582089553,4.372881355932203,48.0,1
Lahore Qalandars,Karachi Kings,43,58,8,125,7.235294117647059,4.448275862068966,,1
Lahore Qalandars,Karachi Kings,41,57,8,125,7.304347826086956,4.315789473684211,,1
Lahore Qalandars,Karachi Kings,39,56,8,125,7.371428571428572,4.178571428571428,,1
Lahore Qalandars,Karachi Kings,38,55,8,125,7.352112676056338,4.1454545454545455,,1
Lahore Qalandars,Karachi Kings,34,54,8,125,7.583333333333333,3.7777777777777777,,1
Lahore Qalandars,Karachi Kings,33,53,8,125,7.561643835616438,3.735849056603773,,1
Lahore Qalandars,Karachi Kings,32,52,8,125,7.54054054054054,3.6923076923076925,,1
Lahore Qalandars,Karachi Kings,32,51,8,125,7.44,3.764705882352941,,1
Lahore Qalandars,Karachi Kings,31,50,8,125,7.421052631578948,3.7199999999999998,,1
Lahore Qalandars,Karachi Kings,30,49,8,125,7.402597402597403,3.673469387755102,,1
Lahore Qalandars,Karachi Kings,26,48,8,125,7.615384615384615,3.25,,1
Lahore Qalandars,Karachi Kings,25,47,8,125,7.59493670886076,3.1914893617021276,,1
Lahore Qalandars,Karachi Kings,25,46,8,125,7.5,3.2608695652173916,,1
Lahore Qalandars,Karachi Kings,19,45,8,125,7.851851851851852,2.533333333333333,,1
Lahore Qalandars,Karachi Kings,18,44,8,125,7.829268292682928,2.454545454545454,,1
Lahore Qalandars,Karachi Kings,14,43,8,125,8.024096385542169,1.9534883720930234,,1
Lahore Qalandars,Karachi Kings,14,42,8,125,7.928571428571429,2.0,,1
Lahore Qalandars,Karachi Kings,14,41,8,125,7.835294117647059,2.048780487804878,46.0,1
Lahore Qalandars,Karachi Kings,13,40,8,125,7.813953488372093,1.9500000000000002,47.0,1
Lahore Qalandars,Karachi Kings,12,39,8,125,7.793103448275862,1.8461538461538463,44.0,1
Lahore Qalandars,Karachi Kings,12,38,7,125,7.704545454545455,1.894736842105263,47.0,1
Lahore Qalandars,Karachi Kings,12,37,7,125,7.617977528089887,1.945945945945946,47.0,1
Lahore Qalandars,Karachi Kings,12,36,7,125,7.533333333333333,2.0,48.0,1
Lahore Qalandars,Karachi Kings,12,35,7,125,7.450549450549451,2.057142857142857,41.0,1
Lahore Qalandars,Karachi Kings,8,34,7,125,7.630434782608695,1.411764705882353,41.0,1
Lahore Qalandars,Karachi Kings,8,33,7,125,7.548387096774194,1.4545454545454546,42.0,1
Lahore Qalandars,Karachi Kings,8,32,7,125,7.468085106382979,1.4999999999999998,45.0,1
Lahore Qalandars,Karachi Kings,7,31,7,125,7.4526315789473685,1.3548387096774195,44.0,1
Lahore Qalandars,Karachi Kings,7,30,7,125,7.375,1.4,45.0,1
Lahore Qalandars,Karachi Kings,6,29,7,125,7.360824742268041,1.2413793103448278,39.0,1
Lahore Qalandars,Karachi Kings,0,28,7,125,7.653061224489797,0.0,39.0,1
Lahore Qalandars,Karachi Kings,0,27,7,125,7.575757575757576,0.0,38.0,1
Lahore Qalandars,Karachi Kings,0,26,7,125,7.499999999999999,0.0,41.0,1
Peshawar Zalmi,Islamabad United,145,119,10,145,0.0,7.3109243697479,21.0,0
Peshawar Zalmi,Islamabad United,144,118,10,145,0.75,7.322033898305084,20.0,0
Peshawar Zalmi,Islamabad United,140,117,10,145,3.3333333333333335,7.17948717948718,19.0,0
Peshawar Zalmi,Islamabad United,136,116,10,145,5.4,7.03448275862069,20.0,0
Peshawar Zalmi,Islamabad United,136,115,9,145,4.909090909090908,7.095652173913043,20.0,0
Peshawar Zalmi,Islamabad United,131,114,9,145,7.0,6.894736842105263,21.0,0
Peshawar Zalmi,Islamabad United,131,114,9,145,7.0,6.894736842105263,20.0,0
Peshawar Zalmi,Islamabad United,131,113,9,145,6.461538461538462,6.955752212389381,24.0,0
Peshawar Zalmi,Islamabad United,127,112,9,145,7.7142857142857135,6.803571428571428,24.0,0
Peshawar Zalmi,Islamabad United,127,111,9,145,7.2,6.864864864864865,25.0,0
Peshawar Zalmi,Islamabad United,127,110,9,145,6.75,6.927272727272728,25.0,0
Peshawar Zalmi,Islamabad United,123,109,9,145,7.764705882352941,6.770642201834862,28.0,0
Peshawar Zalmi,Islamabad United,119,108,9,145,8.666666666666666,6.611111111111111,29.0,0
Peshawar Zalmi,Islamabad United,118,107,9,145,8.526315789473685,6.616822429906542,29.0,0
Peshawar Zalmi,Islamabad United,118,106,9,145,8.1,6.679245283018868,28.0,0
Peshawar Zalmi,Islamabad United,118,105,9,145,7.714285714285714,6.742857142857143,27.0,0
Peshawar Zalmi,Islamabad United,118,104,9,145,7.363636363636364,6.807692307692308,27.0,0
Peshawar Zalmi,Islamabad United,118,103,9,145,7.0434782608695645,6.87378640776699,28.0,0
Peshawar Zalmi,Islamabad United,118,102,9,145,6.75,6.9411764705882355,28.0,0
Peshawar Zalmi,Islamabad United,118,102,9,145,6.75,6.9411764705882355,28.0,0
Peshawar Zalmi,Islamabad United,118,101,9,145,6.4799999999999995,7.009900990099011,29.0,0
Peshawar Zalmi,Islamabad United,117,100,9,145,6.461538461538462,7.02,28.0,0
Peshawar Zalmi,Islamabad United,116,99,9,145,6.444444444444445,7.03030303030303,28.0,0
Peshawar Zalmi,Islamabad United,115,98,9,145,6.428571428571428,7.040816326530613,26.0,0
Peshawar Zalmi,Islamabad United,115,97,8,145,6.206896551724138,7.11340206185567,26.0,0
Peshawar Zalmi,Islamabad United,115,96,8,145,6.0,7.1875,26.0,0
Peshawar Zalmi,Islamabad United,115,96,8,145,6.0,7.1875,26.0,0
Peshawar Zalmi,Islamabad United,115,96,8,145,6.0,7.1875,25.0,0
Peshawar Zalmi,Islamabad United,115,95,8,145,5.806451612903225,7.2631578947368425,25.0,0
Peshawar Zalmi,Islamabad United,114,94,8,145,5.8125,7.276595744680851,26.0,0
Peshawar Zalmi,Islamabad United,114,93,8,145,5.636363636363637,7.354838709677419,26.0,0
Peshawar Zalmi,Islamabad United,113,92,8,145,5.647058823529411,7.369565217391305,27.0,0
Peshawar Zalmi,Islamabad United,112,91,8,145,5.6571428571428575,7.384615384615384,28.0,0
Peshawar Zalmi,Islamabad United,111,90,8,145,5.666666666666667,7.4,28.0,0
Peshawar Zalmi,Islamabad United,110,89,8,145,5.675675675675675,7.415730337078652,32.0,0
Peshawar Zalmi,Islamabad United,108,88,8,145,5.842105263157895,7.363636363636363,32.0,0
Peshawar Zalmi,Islamabad United,108,87,8,145,5.6923076923076925,7.448275862068965,32.0,0
Peshawar Zalmi,Islamabad United,108,86,7,145,5.55,7.5348837209302335,29.0,0
Peshawar Zalmi,Islamabad United,104,85,7,145,6.0,7.341176470588235,35.0,0
Peshawar Zalmi,Islamabad United,104,84,7,145,5.857142857142857,7.428571428571429,35.0,0
Peshawar Zalmi,Islamabad United,103,83,7,145,5.8604651162790695,7.445783132530121,34.0,0
Peshawar Zalmi,Islamabad United,103,82,7,145,5.7272727272727275,7.536585365853658,31.0,0
Peshawar Zalmi,Islamabad United,102,81,7,145,5.733333333333333,7.555555555555555,34.0,0
Peshawar Zalmi,Islamabad United,102,80,7,145,5.608695652173913,7.65,34.0,0
Peshawar Zalmi,Islamabad United,102,79,7,145,5.48936170212766,7.746835443037974,36.0,0
Peshawar Zalmi,Islamabad United,101,78,7,145,5.5,7.769230769230769,37.0,0
Peshawar Zalmi,Islamabad United,101,77,7,145,5.387755102040817,7.87012987012987,37.0,0
Peshawar Zalmi,Islamabad United,101,76,7,145,5.279999999999999,7.973684210526316,37.0,0
Peshawar Zalmi,Islamabad United,99,75,7,145,5.411764705882353,7.92,38.0,0
Peshawar Zalmi,Islamabad United,99,74,7,145,5.307692307692308,8.027027027027026,38.0,0
Peshawar Zalmi,Islamabad United,99,73,7,145,5.2075471698113205,8.136986301369863,37.0,0
Peshawar Zalmi,Islamabad United,98,72,7,145,5.222222222222222,8.166666666666666,38.0,0
Peshawar Zalmi,Islamabad United,94,71,7,145,5.563636363636364,7.943661971830985,38.0,0
Peshawar Zalmi,Islamabad United,93,70,7,145,5.571428571428571,7.9714285714285715,35.0,0
Peshawar Zalmi,Islamabad United,92,69,7,145,5.578947368421052,8.0,36.0,0
Peshawar Zalmi,Islamabad United,90,68,7,145,5.689655172413794,7.941176470588235,38.0,0
Peshawar Zalmi,Islamabad United,90,67,6,145,5.59322033898305,8.059701492537314,37.0,0
Peshawar Zalmi,Islamabad United,90,66,6,145,5.5,8.181818181818182,37.0,0
Peshawar Zalmi,Islamabad United,86,65,6,145,5.803278688524591,7.938461538461538,42.0,0
Peshawar Zalmi,Islamabad United,86,64,6,145,5.709677419354838,8.0625,43.0,0
Peshawar Zalmi,Islamabad United,86,63,6,145,5.619047619047619,8.19047619047619,42.0,0
Peshawar Zalmi,Islamabad United,85,62,6,145,5.625,8.225806451612902,43.0,0
Peshawar Zalmi,Islamabad United,84,61,6,145,5.63076923076923,8.262295081967213,43.0,0
Peshawar Zalmi,Islamabad United,84,60,6,145,5.545454545454546,8.4,41.0,0
Peshawar Zalmi,Islamabad United,82,59,6,145,5.64179104477612,8.338983050847457,41.0,0
Peshawar Zalmi,Islamabad United,81,58,6,145,5.647058823529411,8.379310344827587,42.0,0
Peshawar Zalmi,Islamabad United,80,57,6,145,5.6521739130434785,8.421052631578947,38.0,0
Peshawar Zalmi,Islamabad United,79,56,6,145,5.6571428571428575,8.464285714285714,38.0,0
Peshawar Zalmi,Islamabad United,79,55,5,145,5.577464788732394,8.618181818181819,41.0,0
Peshawar Zalmi,Islamabad United,79,54,5,145,5.5,8.777777777777779,38.0,0
Peshawar Zalmi,Islamabad United,78,53,5,145,5.506849315068494,8.830188679245282,38.0,0
Peshawar Zalmi,Islamabad United,77,52,5,145,5.513513513513513,8.884615384615385,38.0,0
Peshawar Zalmi,Islamabad United,77,51,5,145,5.44,9.058823529411764,37.0,0
Peshawar Zalmi,Islamabad United,76,50,5,145,5.447368421052632,9.12,40.0,0
Peshawar Zalmi,Islamabad United,76,49,5,145,5.376623376623376,9.306122448979593,40.0,0
Peshawar Zalmi,Islamabad United,75,48,5,145,5.384615384615385,9.375,40.0,0
Peshawar Zalmi,Islamabad United,75,47,5,145,5.3164556962025316,9.574468085106382,37.0,0
Peshawar Zalmi,Islamabad United,75,46,5,145,5.25,9.782608695652174,38.0,0
Peshawar Zalmi,Islamabad United,75,45,4,145,5.185185185185185,10.0,37.0,0
Peshawar Zalmi,Islamabad United,69,44,4,145,5.560975609756098,9.409090909090908,37.0,0
Peshawar Zalmi,Islamabad United,69,43,4,145,5.493975903614458,9.627906976744187,32.0,0
Peshawar Zalmi,Islamabad United,69,42,4,145,5.428571428571429,9.857142857142858,32.0,0
Peshawar Zalmi,Islamabad United,68,41,4,145,5.435294117647059,9.951219512195122,31.0,0
Peshawar Zalmi,Islamabad United,65,40,4,145,5.5813953488372094,9.75,30.0,0
Peshawar Zalmi,Islamabad United,63,39,4,145,5.655172413793103,9.692307692307692,30.0,0
Peshawar Zalmi,Islamabad United,62,38,4,145,5.659090909090909,9.789473684210526,29.0,0
Peshawar Zalmi,Islamabad United,61,37,4,145,5.662921348314606,9.891891891891893,28.0,0
Peshawar Zalmi,Islamabad United,60,36,4,145,5.666666666666667,10.0,29.0,0
Peshawar Zalmi,Islamabad United,60,35,4,145,5.604395604395605,10.285714285714285,28.0,0
Peshawar Zalmi,Islamabad United,58,34,4,145,5.673913043478261,10.23529411764706,31.0,0
Peshawar Zalmi,Islamabad United,57,33,4,145,5.67741935483871,10.363636363636363,37.0,0
Peshawar Zalmi,Islamabad United,57,32,4,145,5.617021276595745,10.687499999999998,36.0,0
Peshawar Zalmi,Islamabad United,56,31,4,145,5.621052631578947,10.838709677419356,39.0,0
Peshawar Zalmi,Islamabad United,55,30,4,145,5.625,11.0,38.0,0
Peshawar Zalmi,Islamabad United,49,29,4,145,5.9381443298969065,10.137931034482762,38.0,0
Peshawar Zalmi,Islamabad United,48,28,4,145,5.938775510204082,10.285714285714283,39.0,0
Peshawar Zalmi,Islamabad United,47,27,4,145,5.9393939393939394,10.444444444444445,39.0,0
Peshawar Zalmi,Islamabad United,47,26,4,145,5.88,10.846153846153848,39.0,0
Peshawar Zalmi,Islamabad United,47,25,4,145,5.8217821782178225,11.279999999999998,36.0,0
Peshawar Zalmi,Islamabad United,46,24,4,145,5.823529411764706,11.5,41.0,0
Peshawar Zalmi,Islamabad United,42,24,4,145,6.0588235294117645,10.5,43.0,0
Peshawar Zalmi,Islamabad United,42,23,4,145,6.0,10.956521739130439,43.0,0
Peshawar Zalmi,Islamabad United,42,22,3,145,5.9423076923076925,11.454545454545451,46.0,0
Peshawar Zalmi,Islamabad United,42,21,2,145,5.885714285714286,12.0,42.0,0
Peshawar Zalmi,Islamabad United,41,20,2,145,5.886792452830188,12.300000000000004,42.0,0
Peshawar Zalmi,Islamabad United,40,19,2,145,5.88785046728972,12.631578947368416,45.0,0
Peshawar Zalmi,Islamabad United,38,18,2,145,5.944444444444445,12.666666666666666,,0
Peshawar Zalmi,Islamabad United,37,17,2,145,5.944954128440367,13.05882352941177,,0
